timestamp,state
1714499856624939,Correction
1714499856627892,Correction
1714499856639646,Correction
1714499856660217,Correction
1714499856679308,Correction
1714499856700254,Correction
1714499856719317,Correction
1714499856739449,Correction
1714499856759100,Correction
1714499856779481,Correction
1714499856798718,Correction
1714499856818773,Correction
1714499856839452,Correction
1714499856861532,Correction
1714499856880147,Correction
1714499856900486,Correction
1714499856919857,Correction
1714499856940730,Correction
1714499856960662,Correction
1714499856980205,Correction
1714499857001568,Correction
1714499857019062,Correction
1714499857037611,Correction
1714499857057856,Correction
1714499857077782,Correction
1714499857097803,Correction
1714499857117874,Correction
1714499857138409,Correction
1714499857158552,Correction
1714499857177731,Correction
1714499857198189,Correction
1714499857217904,Correction
1714499857237670,Correction
1714499857257642,Correction
1714499857277670,Correction
1714499857298134,Correction
1714499857318158,Correction
1714499857337747,Correction
1714499857357753,Correction
1714499857377800,Correction
1714499857397573,Correction
1714499857417737,Correction
1714499857438102,Correction
1714499857458195,Correction
1714499857478645,Correction
1714499857500327,Correction
1714499857517997,Correction
1714499857538105,Correction
1714499857558439,Correction
1714499857577995,Correction
1714499857598043,Correction
1714499857617737,Correction
1714499857637758,Correction
1714499857657833,Correction
1714499857677881,Correction
1714499857697845,Correction
1714499857718219,Correction
1714499857737680,Correction
1714499857758324,Correction
1714499857777614,Correction
1714499857797892,Correction
1714499857817685,Correction
1714499857837875,Correction
1714499857858314,Correction
1714499857877781,Correction
1714499857897817,Correction
1714499857917556,Correction
1714499857937978,Correction
1714499857957825,Correction
1714499857978435,Correction
1714499857999367,Correction
1714499858017755,Correction
1714499858038161,Correction
1714499858057928,Correction
1714499858079925,Correction
1714499858097728,Correction
1714499858118142,Correction
1714499858143403,Correction
1714499858158534,Correction
1714499858180186,Correction
1714499858197688,Correction
1714499858217822,Correction
1714499858238060,Correction
1714499858258013,Correction
1714499858277594,Correction
1714499858297568,Correction
1714499858321433,Correction
1714499858337611,Correction
1714499858357815,Correction
1714499858378045,Correction
1714499858397711,Correction
1714499858417741,Correction
1714499858437733,Correction
1714499858457828,Correction
1714499858478564,Correction
1714499858501932,Correction
1714499858518394,Correction
1714499858539194,Correction
1714499858557849,Correction
1714499858578006,Correction
1714499858601086,Correction
1714499858617855,Correction
1714499858637624,Correction
1714499858660955,Correction
1714499858677914,Correction
1714499858697905,Correction
1714499858718136,Correction
1714499858737679,Correction
1714499858758988,Correction
1714499858777734,Correction
1714499858798962,Correction
1714499858819150,Correction
1714499858838808,Correction
1714499858857565,Correction
1714499858878608,Correction
1714499858897800,Correction
1714499858917603,Correction
1714499858937679,Correction
1714499858957756,Correction
1714499858977849,Correction
1714499858999409,Correction
1714499859017784,Correction
1714499859037773,Correction
1714499859057800,Correction
1714499859078156,Correction
1714499859097576,Correction
1714499859118323,Correction
1714499859137635,Correction
1714499859158005,Correction
1714499859177843,Correction
1714499859198289,Correction
1714499859218295,Correction
1714499859237787,Correction
1714499859258124,Correction
1714499859278482,Correction
1714499859298225,Correction
1714499859317623,Correction
1714499859337849,Correction
1714499859357798,Correction
1714499859377709,Correction
1714499859398183,Correction
1714499859417695,Correction
1714499859437735,Correction
1714499859458723,Correction
1714499859478201,Correction
1714499859497840,Correction
1714499859518569,Correction
1714499859537609,Correction
1714499859558270,Correction
1714499859577796,Correction
1714499859599089,Correction
1714499859618373,Correction
1714499859637751,Correction
1714499859657683,Correction
1714499859678544,Correction
1714499859697546,Correction
1714499859717865,Correction
1714499859737521,Correction
1714499859757951,Correction
1714499859778460,Correction
1714499859797760,Correction
1714499859817784,Correction
1714499859839438,Correction
1714499859863613,Correction
1714499859878841,Correction
1714499859897749,Correction
1714499859918612,Correction
1714499859937709,Correction
1714499859957808,Correction
1714499859978341,Correction
1714499859997798,Correction
1714499860018284,Correction
1714499860038076,Correction
1714499860058614,Correction
1714499860079482,Correction
1714499860098148,Correction
1714499860118331,Correction
1714499860137776,Correction
1714499860159697,Correction
1714499860178403,Correction
1714499860198964,Correction
1714499860217848,Correction
1714499860237716,Correction
1714499860259156,Correction
1714499860277939,Correction
1714499860297939,Correction
1714499860317839,Correction
1714499860337611,Correction
1714499860359203,Correction
1714499860377800,Correction
1714499860398301,Correction
1714499860417785,Correction
1714499860437797,Correction
1714499860458011,Correction
1714499860479140,Correction
1714499860498975,Correction
1714499860517694,Correction
1714499860537762,Correction
1714499860558540,Correction
1714499860577766,Correction
1714499860597708,Correction
1714499860617722,Correction
1714499860639583,Correction
1714499860658293,Correction
1714499860677681,Correction
1714499860698710,Correction
1714499860720004,Correction
1714499860737978,Correction
1714499860757841,Correction
1714499860777697,Correction
1714499860797693,Correction
1714499860817605,Correction
1714499860837839,Correction
1714499860857939,Correction
1714499860878650,Correction
1714499860897567,Correction
1714499860918871,Correction
1714499860938492,Correction
1714499860957940,Correction
1714499860977524,Correction
1714499860998390,Correction
1714499861018302,Correction
1714499861039256,Correction
1714499861057775,Correction
1714499861077651,Correction
1714499861099429,Correction
1714499861117759,Correction
1714499861137793,Correction
1714499861158654,Correction
1714499861178212,Correction
1714499861198173,Correction
1714499861217798,Correction
1714499861238920,Correction
1714499861258405,Correction
1714499861277870,Correction
1714499861297740,Correction
1714499861317790,Correction
1714499861337676,Correction
1714499861358051,Correction
1714499861378196,Correction
1714499861400558,Correction
1714499861419322,Correction
1714499861437425,Correction
1714499861458945,Correction
1714499861478162,Correction
1714499861498626,Correction
1714499861518054,Correction
1714499861538312,Correction
1714499861557725,Correction
1714499861577829,Correction
1714499861597711,Correction
1714499861617888,Correction
1714499861637882,Correction
1714499861658701,Correction
1714499861677850,Correction
1714499861698656,Correction
1714499861720561,Correction
1714499861737761,Correction
1714499861757779,Correction
1714499861778396,Correction
1714499861799100,Correction
1714499861817410,Correction
1714499861837987,Correction
1714499861857973,Correction
1714499861878468,Correction
1714499861897601,Correction
1714499861917714,Correction
1714499861937888,Correction
1714499861959143,Correction
1714499861977997,Correction
1714499861998285,Correction
1714499862018001,Correction
1714499862037577,Correction
1714499862057656,Correction
1714499862081853,Correction
1714499862097776,Correction
1714499862117903,Correction
1714499862141255,Correction
1714499862157917,Correction
1714499862177675,Correction
1714499862198056,Correction
1714499862218747,Correction
1714499862237813,Correction
1714499862257651,Correction
1714499862277809,Correction
1714499862298100,Correction
1714499862317847,Correction
1714499862340018,Correction
1714499862358353,Correction
1714499862377729,Correction
1714499862398723,Correction
1714499862419557,Correction
1714499862437661,Correction
1714499862458184,Correction
1714499862479040,Correction
1714499862498338,Correction
1714499862517431,Correction
1714499862539152,Correction
1714499862557924,Correction
1714499862578358,Correction
1714499862597855,Correction
1714499862618573,Correction
1714499862638008,Correction
1714499862657799,Correction
1714499862680224,Correction
1714499862698385,Correction
1714499862718139,Correction
1714499862739472,Correction
1714499862758012,Correction
1714499862778075,Correction
1714499862797678,Correction
1714499862817728,Correction
1714499862838422,Correction
1714499862857970,Correction
1714499862877842,Correction
1714499862897435,Correction
1714499862918705,Correction
1714499862943502,Correction
1714499862958757,Correction
1714499862978148,Correction
1714499862999604,Correction
1714499863019276,Correction
1714499863037742,Correction
1714499863058356,Correction
1714499863077521,Correction
1714499863098661,Correction
1714499863118606,Correction
1714499863137628,Correction
1714499863158176,Correction
1714499863177999,Correction
1714499863198074,Correction
1714499863218838,Correction
1714499863238147,Correction
1714499863257746,Correction
1714499863278553,Correction
1714499863297554,Correction
1714499863318116,Correction
1714499863337731,Correction
1714499863358499,Correction
1714499863377635,Correction
1714499863397730,Correction
1714499863418818,Correction
1714499863437931,Correction
1714499863460025,Correction
1714499863477842,Correction
1714499863498216,Correction
1714499863517816,Correction
1714499863537836,Correction
1714499863560057,Correction
1714499863577615,Correction
1714499863598000,Correction
1714499863618767,Correction
1714499863637895,Correction
1714499863658355,Correction
1714499863677629,Correction
1714499863697702,Correction
1714499863719752,Correction
1714499863737705,Correction
1714499863758247,Correction
1714499863777696,Correction
1714499863799140,Correction
1714499863819022,Correction
1714499863837930,Correction
1714499863857907,Correction
1714499863877853,Correction
1714499863898197,Correction
1714499863917850,Correction
1714499863939376,Correction
1714499863957805,Correction
1714499863978704,Correction
1714499863998413,Correction
1714499864017930,Correction
1714499864040815,Correction
1714499864057605,Correction
1714499864077558,Correction
1714499864100993,Correction
1714499864117844,Correction
1714499864137775,Correction
1714499864159189,Correction
1714499864178482,Correction
1714499864198572,Correction
1714499864219249,Correction
1714499864238035,Correction
1714499864258200,Correction
1714499864278637,Correction
1714499864298598,Correction
1714499864318015,Correction
1714499864337888,Correction
1714499864357859,Correction
1714499864377685,Correction
1714499864397819,Correction
1714499864417750,Correction
1714499864438210,Correction
1714499864457721,Correction
1714499864477514,Correction
1714499864500711,Correction
1714499864517717,Correction
1714499864538374,Correction
1714499864557620,Correction
1714499864577685,Correction
1714499864598914,Correction
1714499864617577,Correction
1714499864638379,Correction
1714499864657816,Correction
1714499864677727,Correction
1714499864697640,Correction
1714499864717909,Correction
1714499864738393,Correction
1714499864757719,Correction
1714499864777874,Correction
1714499864797555,Correction
1714499864817841,Correction
1714499864838231,Correction
1714499864858161,Correction
1714499864877664,Correction
1714499864897914,Correction
1714499864917673,Correction
1714499864938319,Correction
1714499864958072,Correction
1714499864977972,Correction
1714499864998292,Correction
1714499865018511,Correction
1714499865037738,Correction
1714499865057720,Correction
1714499865078626,Correction
1714499865097801,Correction
1714499865118632,Correction
1714499865138085,Correction
1714499865158278,Correction
1714499865178952,Correction
1714499865197771,Correction
1714499865217734,Correction
1714499865237749,Correction
1714499865257995,Correction
1714499865277760,Correction
1714499865297649,Correction
1714499865321377,Correction
1714499865337679,Correction
1714499865357399,Correction
1714499865377714,Correction
1714499865397600,Correction
1714499865417802,Correction
1714499865437668,Correction
1714499865457702,Correction
1714499865478400,Correction
1714499865499427,Correction
1714499865517784,Correction
1714499865538177,Correction
1714499865557623,Correction
1714499865577709,Correction
1714499865597691,Correction
1714499865618510,Correction
1714499865637705,Correction
1714499865658165,Correction
1714499865677679,Correction
1714499865698560,Correction
1714499865718342,Correction
1714499865737626,Correction
1714499865757760,Correction
1714499865777692,Correction
1714499865798155,Correction
1714499865818231,Correction
1714499865837759,Correction
1714499865858070,Correction
1714499865878319,Correction
1714499865898238,Correction
1714499865917722,Correction
1714499865937661,Correction
1714499865962305,Correction
1714499865978612,Correction
1714499865997995,Correction
1714499866019001,Correction
1714499866038567,Correction
1714499866057722,Correction
1714499866077942,Correction
1714499866098878,Correction
1714499866120117,Correction
1714499866137792,Correction
1714499866157909,Correction
1714499866178368,Correction
1714499866199419,Correction
1714499866217916,Correction
1714499866238405,Correction
1714499866258179,Correction
1714499866277936,Correction
1714499866299034,Correction
1714499866319739,Correction
1714499866337944,Correction
1714499866359243,Correction
1714499866378142,Correction
1714499866397685,Correction
1714499866418636,Correction
1714499866438441,Correction
1714499866462202,Correction
1714499866477989,Correction
1714499866497837,Correction
1714499866517773,Correction
1714499866537505,Correction
1714499866557567,Correction
1714499866577796,Correction
1714499866597691,Correction
1714499866617793,Correction
1714499866637499,Correction
1714499866659311,Correction
1714499866678315,Correction
1714499866697615,Correction
1714499866717903,Correction
1714499866738522,Correction
1714499866757949,Correction
1714499866778421,Correction
1714499866798192,Correction
1714499866818263,Correction
1714499866839369,Correction
1714499866858027,Correction
1714499866879298,Correction
1714499866897705,Correction
1714499866918420,Correction
1714499866937844,Correction
1714499866957787,Correction
1714499866978009,Correction
1714499866998265,Correction
1714499867017694,Correction
1714499867038435,Correction
1714499867064123,Correction
1714499867077778,Correction
1714499867097657,Correction
1714499867118370,Correction
1714499867138405,Correction
1714499867159911,Correction
1714499867178073,Correction
1714499867198869,Correction
1714499867217893,Correction
1714499867238527,Correction
1714499867259228,Correction
1714499867277965,Correction
1714499867298188,Correction
1714499867317764,Correction
1714499867337936,Correction
1714499867357606,Correction
1714499867377715,Correction
1714499867397839,Correction
1714499867417671,Correction
1714499867437947,Correction
1714499867458494,Correction
1714499867478351,Correction
1714499867498579,Correction
1714499867518089,Correction
1714499867539359,Correction
1714499867559282,Correction
1714499867577910,Correction
1714499867597803,Correction
1714499867618222,Correction
1714499867637670,Correction
1714499867657892,Correction
1714499867678718,Correction
1714499867697705,Correction
1714499867717798,Correction
1714499867738201,Correction
1714499867761356,Correction
1714499867777687,Correction
1714499867798038,Correction
1714499867818209,Correction
1714499867837923,Correction
1714499867857836,Correction
1714499867878843,Correction
1714499867897983,Correction
1714499867918368,Correction
1714499867937748,Correction
1714499867957452,Correction
1714499867977570,Correction
1714499867997933,Correction
1714499868018704,Correction
1714499868037886,Correction
1714499868057658,Correction
1714499868077717,Correction
1714499868097874,Correction
1714499868117737,Correction
1714499868137905,Correction
1714499868158276,Correction
1714499868178118,Correction
1714499868198196,Correction
1714499868218470,Correction
1714499868238340,Correction
1714499868257870,Correction
1714499868277630,Correction
1714499868299070,Correction
1714499868318364,Correction
1714499868337810,Correction
1714499868357803,Correction
1714499868377864,Correction
1714499868397990,Correction
1714499868417833,Correction
1714499868437765,Correction
1714499868458102,Correction
1714499868479124,Descent
1714499868501918,Descent
1714499868519739,Descent
1714499868538627,Descent
1714499868558134,Descent
1714499868577653,Descent
1714499868597975,Descent
1714499868621285,Descent
1714499868638181,Descent
1714499868657938,Descent
1714499868678868,Descent
1714499868698618,Descent
1714499868718297,Descent
1714499868737999,Descent
1714499868759150,Descent
1714499868779470,Descent
1714499868798391,Descent
1714499868819971,Descent
1714499868837743,Descent
1714499868860609,Descent
1714499868877797,Descent
1714499868897763,Descent
1714499868917687,Descent
1714499868938062,Descent
1714499868957796,Descent
1714499868978613,Descent
1714499868997868,Descent
1714499869018153,Descent
1714499869037902,Descent
1714499869059086,Descent
1714499869078146,Descent
1714499869098681,Descent
1714499869117814,Descent
1714499869137717,Descent
1714499869157550,Descent
1714499869177949,Descent
1714499869197876,Descent
1714499869218533,Descent
1714499869241621,Descent
1714499869259764,Descent
1714499869278217,Descent
1714499869297709,Descent
1714499869318875,Descent
1714499869337685,Descent
1714499869358311,Descent
1714499869377817,Descent
1714499869399576,Descent
1714499869417781,Descent
1714499869438314,Descent
1714499869457948,Descent
1714499869477804,Descent
1714499869499573,Descent
1714499869519959,Descent
1714499869537954,Descent
1714499869558185,Descent
1714499869577727,Descent
1714499869597760,Descent
1714499869617926,Descent
1714499869638233,Descent
1714499869659641,Descent
1714499869678664,Descent
1714499869700204,Descent
1714499869718838,Descent
1714499869740194,Descent
1714499869759320,Descent
1714499869778341,Descent
1714499869797716,Descent
1714499869817828,Descent
1714499869838788,Descent
1714499869857752,Descent
1714499869877670,Descent
1714499869897770,Descent
1714499869917540,Descent
1714499869937637,Descent
1714499869957741,Descent
1714499869977641,Descent
1714499869997639,Descent
1714499870018361,Descent
1714499870039012,Descent
1714499870059234,Descent
1714499870077861,Descent
1714499870097779,Descent
1714499870117729,Descent
1714499870137737,Descent
1714499870157655,Descent
1714499870179374,Descent
1714499870198462,Descent
1714499870217756,Descent
1714499870237902,Descent
1714499870258848,Descent
1714499870279302,Descent
1714499870298342,Descent
1714499870317637,Descent
1714499870337954,Descent
1714499870357671,Descent
1714499870378157,Descent
1714499870399970,Descent
1714499870420453,Descent
1714499870438086,Descent
1714499870458307,Descent
1714499870478178,Descent
1714499870498392,Descent
1714499870517857,Descent
1714499870537737,Descent
1714499870557665,Descent
1714499870577723,Descent
1714499870597729,Descent
1714499870618264,Descent
1714499870638641,Descent
1714499870659488,Descent
1714499870677645,Descent
1714499870697690,Descent
1714499870720430,Descent
1714499870737567,Descent
1714499870757823,Descent
1714499870777755,Descent
1714499870797487,Descent
1714499870818083,Descent
1714499870838238,Descent
1714499870859059,Descent
1714499870878570,Descent
1714499870898059,Descent
1714499870918179,Descent
1714499870938526,Descent
1714499870958527,Descent
1714499870978704,Descent
1714499870997624,Descent
1714499871018830,Descent
1714499871039882,Descent
1714499871058106,Descent
1714499871078509,Descent
1714499871097697,Descent
1714499871119321,Descent
1714499871137785,Descent
1714499871158696,Descent
1714499871178212,Descent
1714499871197727,Descent
1714499871217962,Descent
1714499871237471,Descent
1714499871260062,Descent
1714499871278227,Descent
1714499871298479,Descent
1714499871318293,Descent
1714499871337693,Descent
1714499871358032,Descent
1714499871378170,Descent
1714499871400719,Descent
1714499871418363,Descent
1714499871438440,Descent
1714499871457873,Descent
1714499871478013,Descent
1714499871498148,Descent
1714499871518870,Descent
1714499871537911,Descent
1714499871558366,Descent
1714499871577664,Descent
1714499871598259,Descent
1714499871619411,Descent
1714499871637630,Descent
1714499871657756,Descent
1714499871678583,Descent
1714499871697535,Descent
1714499871717849,Descent
1714499871742255,Descent
1714499871757783,Descent
1714499871777711,Descent
1714499871797800,Descent
1714499871817637,Descent
1714499871837942,Descent
1714499871860671,Descent
1714499871882116,Descent
1714499871898559,Descent
1714499871920198,Descent
1714499871940609,Descent
1714499871958063,Descent
1714499871978169,Descent
1714499871997841,Descent
