timestamp,position,velocity,acceleration,attitude,body_rate,actuator
226758392,1,0,0,0,0,0
226778317,1,0,0,0,0,0
226858284,1,0,0,0,0,0
226958565,1,0,0,0,0,0
227058273,1,0,0,0,0,0
227158946,1,0,0,0,0,0
227258158,1,0,0,0,0,0
227360449,1,0,0,0,0,0
227471410,1,0,0,0,0,0
227559550,1,0,0,0,0,0
227658062,1,0,0,0,0,0
227758273,1,0,0,0,0,0
227858652,1,0,0,0,0,0
227958449,1,0,0,0,0,0
228058319,1,0,0,0,0,0
228158745,1,0,0,0,0,0
228258647,1,0,0,0,0,0
228359269,1,0,0,0,0,0
228458333,1,0,0,0,0,0
228558263,1,0,0,0,0,0
228659458,1,0,0,0,0,0
228758737,1,0,0,0,0,0
228859697,1,0,0,0,0,0
228958266,1,0,0,0,0,0
229058388,1,0,0,0,0,0
229158444,1,0,0,0,0,0
229258297,1,0,0,0,0,0
229358229,1,0,0,0,0,0
229459877,1,0,0,0,0,0
229558319,1,0,0,0,0,0
229658314,1,0,0,0,0,0
229760234,1,0,0,0,0,0
229858064,1,0,0,0,0,0
229959898,1,0,0,0,0,0
230060846,1,0,0,0,0,0
230160892,1,0,0,0,0,0
230258327,1,0,0,0,0,0
230358492,1,0,0,0,0,0
230458203,1,0,0,0,0,0
230558732,1,0,0,0,0,0
230658791,1,0,0,0,0,0
230758281,1,0,0,0,0,0
230858264,1,0,0,0,0,0
230958451,1,0,0,0,0,0
231058336,1,0,0,0,0,0
231158217,1,0,0,0,0,0
231258237,1,0,0,0,0,0
231360137,1,0,0,0,0,0
231458114,1,0,0,0,0,0
231561919,1,0,0,0,0,0
231658181,1,0,0,0,0,0
231758743,1,0,0,0,0,0
231858468,1,0,0,0,0,0
231958421,1,0,0,0,0,0
232038446,1,0,0,0,0,0
237580533,1,0,0,0,0,0
237582888,1,0,0,0,0,0
237680156,1,0,0,0,0,0
237759701,1,0,0,0,0,0
237880162,1,0,0,0,0,0
237979940,1,0,0,0,0,0
238080284,1,0,0,0,0,0
238182062,1,0,0,0,0,0
238281844,1,0,0,0,0,0
238359971,1,0,0,0,0,0
238480213,1,0,0,0,0,0
238579917,1,0,0,0,0,0
238681316,1,0,0,0,0,0
238760061,1,0,0,0,0,0
238880683,1,0,0,0,0,0
238979936,1,0,0,0,0,0
239080139,1,0,0,0,0,0
239179831,1,0,0,0,0,0
239259819,1,0,0,0,0,0
239380509,1,0,0,0,0,0
239460842,1,0,0,0,0,0
239559873,1,0,0,0,0,0
239681816,1,0,0,0,0,0
239761266,1,0,0,0,0,0
239881017,1,0,0,0,0,0
239980727,1,0,0,0,0,0
240060625,1,0,0,0,0,0
240179981,1,0,0,0,0,0
240281098,1,0,0,0,0,0
240360893,1,0,0,0,0,0
240460464,1,0,0,0,0,0
240580212,1,0,0,0,0,0
240660255,1,0,0,0,0,0
240781011,1,0,0,0,0,0
240859908,1,0,0,0,0,0
240960966,1,0,0,0,0,0
241060028,1,0,0,0,0,0
241180279,1,0,0,0,0,0
241279991,1,0,0,0,0,0
241379897,1,0,0,0,0,0
241480918,1,0,0,0,0,0
241580622,1,0,0,0,0,0
241659942,1,0,0,0,0,0
241780194,1,0,0,0,0,0
241879849,1,0,0,0,0,0
241980421,1,0,0,0,0,0
242080129,1,0,0,0,0,0
242180788,1,0,0,0,0,0
242279938,1,0,0,0,0,0
242379863,1,0,0,0,0,0
242459878,1,0,0,0,0,0
242559877,1,0,0,0,0,0
